mol_id,seed_id,r_number,canonical_smiles,coverage_tier,entity_scope,property_name,canonical_feature_key,missing_feature_key,recommended_action,priority
mol_dmupymoryhffct-owojbtedsa-n,tierc_candidate_1225yee,R-1225ye(E),FC=C(F)C(F)(F)F,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_dmupymoryhffct-uphrsurjsa-n,tierc_candidate_1225yez,R-1225ye(Z),FC=C(F)C(F)(F)F,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_dnnsswssydeubz-uhfffaoysa-n,seed_krypton,,[Kr],C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_dvwsxzihsuzzkj-ystujmkbsa-n,seed_methyllinolenate,,CCC=CCC=CCC=CCCCCCCCC(=O)OC,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_fbzanxdwqavstq-uhfffaoysa-n,seed_md3m,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_fhnfhkcvqcljfq-uhfffaoysa-n,seed_xenon,,[Xe],C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_fliacvvozybsbs-uhfffaoysa-n,seed_methylpalmitate,,CCCCCCCCCCCCCCCC(=O)OC,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_gkaogpiiycishv-uhfffaoysa-n,seed_neon,R-720,[Ne],C,refrigerant,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_hmmgmwaxvfquoa-uhfffaoysa-n,seed_d4,,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_hpeujpjozxnmsj-uhfffaoysa-n,seed_methylstearate,,CCCCCCCCCCCCCCCCCC(=O)OC,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_iaypibmasnfspl-uhfffaoysa-n,seed_ethyleneoxide,,C1CO1,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_iejigpnlzyllbp-uhfffaoysa-n,seed_dimethylcarbonate,,COC(=O)OC,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_iumsdrxlfwagnt-uhfffaoysa-n,seed_d6,,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_mizlgwkezapefj-uhfffaoysa-n,tierc_candidate_r1123,R-1123,FC=C(F)F,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_qydypvfesgnlhu-khpplwfesa-n,seed_methyloleate,,CCCCCCCCC=CCCCCCCCC(=O)OC,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_rsjkgscjyjtigs-uhfffaoysa-n,seed_n_undecane,,CCCCCCCCCCC,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_ufhflcqgniynrp-vvkomztbsa-n,seed_deuterium,,[H][H],C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_uqeaihbtyfgyie-uhfffaoysa-n,seed_mm,,C[Si](C)(C)O[Si](C)(C)C,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_wflotyskfupzqb-owojbtedsa-n,tierc_candidate_dfe_e,,FC=CF,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_wflotyskfupzqb-uphrsurjsa-n,tierc_candidate_dfe_z,,FC=CF,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_wsldoozrejycgb-uhfffaoysa-n,seed_dichloroethane,,ClCCCl,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_wttjvinhcbclgx-nqlntkrdsa-n,seed_methyllinoleate,,CCCCCC=CCC=CCCCCCCCC(=O)OC,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_xmsxqfuhvrwgna-uhfffaoysa-n,seed_d5,,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
mol_yfcgdeuvhlprcz-uhfffaoysa-n,seed_md2m,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C,candidate,viscosity_liquid_pas,transport.liquid_viscosity,transport.liquid_viscosity,run_cycle,308
